"","claim_number","age_of_driver","gender","marital_status","safty_rating","annual_income","high_education_ind","address_change_ind","living_status","zip_code","claim_date","claim_day_of_week","accident_site","past_num_of_claims","witness_present_ind","liab_prct","channel","policy_report_filed_ind","claim_est_payout","age_of_vehicle","vehicle_category","vehicle_price","vehicle_color","vehicle_weight","fraud"
"16878",2049,51,"M",1,78,11.5269762881929,0,0,"Rent",85067,"7/31/2015","Friday","Parking Lot",0,0,67,"Broker",0,9.12837732162436,4,"Large",9.64421455007609,"silver",10.1149654050104,0
"5169",27558,47,"F",0,59,11.5427754869391,1,0,"Own",80028,"1/12/2016","Tuesday","Parking Lot",8,0,19,"Phone",0,8.4331243898927,1,"Compact",11.1349082228264,"blue",9.19034271506296,0
"2865",5633,43,"M",1,85,11.1511805475516,1,1,"Own",85011,"2/12/2015","Thursday","Local",0,1,99,"Phone",1,7.79348370527365,1,"Large",9.86040345219698,"black",10.8614030061948,0
"13364",23555,46,"F",0,91,10.3579015423762,1,1,"Own",15056,"5/8/2015","Friday","Parking Lot",0,0,4,"Broker",0,0,6,"Large",10.6672099484273,"blue",9.56791467766786,0
"11722",9879,50,"F",1,64,11.1539478719688,1,1,"Own",15022,"1/13/2015","Tuesday","Local",1,0,70,"Broker",1,8.45207210061791,1,"Large",9.61587214452889,"blue",9.66979082621347,0
"16519",10536,27,"F",0,52,11.3328174564696,0,0,"Own",85068,"6/1/2015","Monday","Highway",4,0,79,"Online",1,0,6,"Large",9.61587214452889,"silver",9.73708587255619,0
"2210",18393,43,"M",1,34,11.2717324985847,0,0,"Rent",80028,"3/1/2016","Tuesday","Local",0,1,5,"Broker",0,8.9913805566208,1,"Compact",10.9693703371885,"white",9.75276960322534,0
"13909",22191,36,"M",1,83,11.5347163105284,1,0,"Own",20107,"3/17/2015","Tuesday","Local",4,0,100,"Broker",1,0,1,"Medium",9.61587214452889,"gray",8.56450430022712,0
"8410",20683,59,"M",0,54,10.7266317622098,0,0,"Rent",20108,"12/15/2016","Thursday","Highway",15,0,92,"Broker",1,0,15,"Compact",10.1422586995088,"red",9.37343520505965,0
"8007",13895,44,"F",1,49,11.2922039780884,1,0,"Own",50002,"9/29/2015","Tuesday","Local",0,0,83,"Phone",1,0,4,"Compact",11.2232001344196,"silver",10.1288034869166,0
"16568",1343,33,"M",0,38,11.5711755049917,1,1,"Rent",50021,"1/18/2016","Monday","Local",0,0,17,"Broker",1,7.55826632045622,1,"Large",9.61587214452889,"red",10.2853002012653,0
"17816",17913,42,"M",0,85,11.242677203311,0,1,"Rent",80021,"12/23/2016","Friday","Parking Lot",3,0,97,"Broker",1,0,1,"Medium",11.0305953242532,"blue",9.9043721471669,0
"4483",19436,58,"M",1,86,11.2755435272195,1,1,"Rent",50021,"4/24/2016","Sunday","Local",0,0,99,"Broker",0,6.41661789688557,10,"Large",9.61587214452889,"white",10.4982111222163,0
"466",13021,39,"F",0,89,11.5678680924344,1,0,"Own",20102,"9/29/2016","Thursday","Parking Lot",0,0,44,"Phone",0,0,9,"Medium",10.2067047171347,"blue",8.96484432652922,0
"14070",14425,68,"M",1,39,11.3630323753956,0,0,"Rent",85078,"5/28/2016","Saturday","Local",0,0,11,"Broker",1,0,1,"Compact",10.7505341054127,"red",9.75110861848996,0
"13651",18331,41,"M",1,80,11.3758334551509,0,0,"Own",20109,"9/30/2016","Friday","Local",0,1,97,"Broker",0,8.12439946122782,1,"Compact",9.61587214452889,"other",10.4656750319793,0
"8174",29494,51,"M",1,66,11.3637407675493,0,1,"Own",85027,"11/8/2015","Sunday","Parking Lot",1,0,17,"Broker",0,9.82457096055624,1,"Large",9.61587214452889,"red",9.18330575121441,0
"13951",27556,45,"M",1,57,11.6615351072786,1,0,"Own",50055,"9/26/2015","Saturday","Local",0,0,25,"Broker",1,8.57883000667436,1,"Medium",11.0527579649378,"silver",8.67485997353312,0
"14720",18212,49,"M",1,76,11.0558775468847,1,0,"Own",50058,"6/5/2015","Friday","Highway",0,0,50,"Phone",0,0,1,"Large",9.61587214452889,"silver",9.98134747057985,0
"968",6849,39,"F",1,77,11.5232519626875,1,1,"Own",85071,"3/23/2015","Monday","Highway",5,0,100,"Online",1,0,1,"Compact",9.61587214452889,"white",10.6985964572502,0
"8735",17813,47,"M",0,82,10.5417296609267,1,0,"Own",85041,"7/17/2015","Friday","Highway",16,0,97,"Broker",1,8.62490434216539,1,"Compact",9.61587214452889,"black",10.3092248952518,0
"6347",5262,45,"M",1,88,10.8430650311855,0,0,"Rent",20146,"4/19/2016","Tuesday","Highway",0,1,0,"Phone",1,0,5,"Compact",10.2284234428286,"other",10.4677404055054,0
"3880",23988,58,"F",1,75,10.7305316838961,1,1,"Rent",85023,"8/3/2015","Monday","Parking Lot",0,0,64,"Broker",1,7.44556941432961,1,"Large",9.61587214452889,"gray",9.29984311027968,0
"3749",3648,42,"F",1,81,11.6399721271054,0,0,"Own",80041,"4/27/2015","Monday","Local",0,0,72,"Phone",0,7.49028928389909,8,"Compact",9.61587214452889,"red",9.31720025462133,0
"13400",15207,47,"M",1,56,10.9960314658026,1,0,"Own",15025,"2/26/2016","Friday","Highway",4,0,50,"Broker",0,0,1,"Medium",9.61587214452889,"other",10.3705682839624,0
"8355",25081,54,"M",1,72,11.2216368969243,1,1,"Rent",85054,"6/22/2015","Monday","Local",0,1,73,"Broker",1,0,12,"Medium",9.61587214452889,"red",10.0163822530604,0
"14147",4629,45,"F",0,88,11.1598440565416,0,0,"Own",20119,"5/11/2016","Wednesday","Local",0,0,80,"Broker",1,8.42716782236691,1,"Compact",9.61587214452889,"red",10.7549735330633,0
"7456",22762,47,"F",1,84,11.4824147097652,1,0,"Rent",50001,"2/2/2016","Tuesday","Highway",4,1,0,"Broker",0,0,2,"Compact",9.61587214452889,"other",8.91453994360263,0
"15907",29818,58,"F",1,71,11.6401658607047,1,0,"Own",50033,"10/5/2016","Wednesday","Local",0,0,2,"Online",1,7.63037873410647,6,"Compact",9.61587214452889,"white",10.0217485535044,0
"14911",7138,80,"M",1,84,11.5742745301965,0,1,"Own",50014,"6/3/2016","Friday","Local",0,0,17,"Broker",0,8.25899483748114,1,"Large",9.61587214452889,"white",9.8600827990009,0
"14080",25720,48,"F",1,81,10.8796685189833,0,0,"Rent",80003,"7/2/2016","Saturday","Local",0,0,41,"Phone",1,7.55448148662135,6,"Medium",10.6456686065819,"other",9.57189808895285,0
"2466",10552,37,"M",1,86,11.0521273348039,1,1,"Rent",85006,"8/9/2015","Sunday","Local",0,1,50,"Phone",1,0,8,"Large",11.0546945056281,"silver",9.4732670913132,0
"11225",24729,59,"M",0,79,11.4580468034602,0,1,"Rent",20111,"8/30/2015","Sunday","Local",1,0,25,"Broker",1,7.14778741196117,1,"Compact",9.61587214452889,"white",8.82544422686574,0
"3235",9275,50,"F",1,84,10.9002516685602,1,0,"Own",50044,"4/25/2016","Monday","Parking Lot",0,0,91,"Online",0,0,1,"Compact",10.8107770532961,"blue",9.27841625489093,0
"4689",6609,45,"F",1,72,11.2059926129263,1,0,"Own",85003,"11/3/2016","Thursday","Local",8,0,74,"Broker",1,7.43295706869263,1,"Large",9.77325096916113,"silver",9.53723411595383,0
"13032",27068,55,"F",0,86,10.7375047569743,0,0,"Rent",15006,"5/9/2015","Saturday","Local",0,0,64,"Broker",1,0,1,"Large",9.61587214452889,"blue",10.6804206651555,0
"1583",25921,29,"M",1,84,11.4570850057758,1,1,"Rent",80015,"2/13/2016","Saturday","Highway",0,0,26,"Online",0,0,5,"Compact",9.96742053987401,"blue",10.6037844791383,0
"3629",20939,31,"M",0,82,11.218849662788,0,0,"Own",15024,"10/13/2016","Thursday","Highway",0,0,76,"Broker",0,0,2,"Medium",9.61587214452889,"silver",10.2994404230876,0
"15034",5250,71,"M",1,22,11.37951977873,0,1,"Rent",80108,"9/14/2016","Wednesday","Local",0,0,6,"Broker",1,0,1,"Large",10.6742405669945,"other",9.26908703765396,0
"10855",2063,73,"F",1,69,11.5598090508691,1,0,"Rent",50023,"6/28/2016","Tuesday","Local",6,1,99,"Broker",0,7.27447955877387,1,"Medium",9.61587214452889,"white",9.41290866086855,0
"2772",27403,47,"F",0,60,11.5662197560279,1,1,"Own",20160,"1/25/2016","Monday","Local",0,0,98,"Broker",1,7.55510456406804,1,"Medium",10.9994230467555,"blue",8.58345225962595,0
"5747",3496,46,"M",1,90,10.7911524468218,1,1,"Rent",50043,"11/20/2015","Friday","Local",6,1,14,"Online",1,0,1,"Medium",10.7513810042175,"silver",10.0526725249061,0
"17305",29583,27,"M",1,54,10.8880909245924,0,1,"Rent",80012,"12/23/2015","Wednesday","Local",0,1,100,"Broker",1,8.475654273301,2,"Compact",10.3759944254032,"white",9.64301992611305,0
"6164",17670,30,"F",1,67,11.4891551769078,1,1,"Rent",80003,"9/19/2015","Saturday","Local",4,0,7,"Phone",0,0,1,"Compact",9.61587214452889,"other",9.92886207988684,0
"16464",13430,43,"F",1,90,10.958652876685,1,0,"Own",15054,"5/30/2016","Monday","Local",0,0,24,"Phone",1,0,1,"Large",9.61587214452889,"white",9.9718392556519,0
"5002",22046,45,"M",1,56,10.6261692631984,1,1,"Rent",50001,"7/18/2016","Monday","Parking Lot",16,0,49,"Broker",1,0,1,"Medium",10.9466044297145,"red",10.387987652127,0
"4389",9388,42,"M",1,65,10.9331248267007,1,0,"Rent",20105,"5/20/2016","Friday","Local",5,1,76,"Broker",1,8.75876587819881,1,"Medium",9.61587214452889,"other",10.3694456053995,0
"2139",9081,37,"M",0,54,11.2577622108811,1,1,"Own",20110,"6/6/2016","Monday","Local",7,1,80,"Broker",1,0,1,"Medium",9.61587214452889,"silver",9.96885786935449,0
"17164",7544,51,"M",1,74,10.9476788536623,0,0,"Own",50005,"5/12/2015","Tuesday","Parking Lot",0,0,1,"Broker",1,0,5,"Large",11.0928718065417,"red",8.65381731598618,0
"1892",13882,31,"F",0,72,10.6728547590075,0,1,"Rent",80042,"9/23/2015","Wednesday","Parking Lot",6,0,76,"Phone",0,0,1,"Compact",11.2005802025838,"silver",9.64498449371047,0
"9487",17484,41,"F",1,83,11.6487928769756,1,0,"Own",80018,"2/26/2015","Thursday","Local",11,0,39,"Broker",1,8.2245977347037,6,"Compact",9.70595899568765,"white",10.4550409759222,0
"5515",27836,57,"F",1,31,11.3303958865413,1,0,"Rent",20110,"9/7/2015","Monday","Parking Lot",0,0,50,"Broker",1,8.76831915749481,13,"Medium",9.61587214452889,"silver",10.443907879938,0
"5322",2161,29,"M",0,60,11.7288268550274,1,1,"Rent",50047,"5/20/2015","Wednesday","Local",0,1,51,"Online",1,0,1,"Compact",10.2515756171078,"silver",9.06744699146739,0
"13031",19460,48,"F",1,69,10.9729456237739,1,0,"Own",85013,"10/18/2016","Tuesday","Local",0,1,83,"Broker",1,0,7,"Large",10.2428338334041,"silver",9.43489337674405,0
"16810",7044,63,"M",1,95,11.4857392459259,1,1,"Own",80022,"10/14/2015","Wednesday","Local",0,0,23,"Broker",0,0,3,"Compact",10.904514271306,"black",9.80321806888808,0
"10780",10473,37,"F",1,70,11.1941791910652,0,1,"Own",80030,"1/7/2016","Thursday","Highway",0,0,100,"Broker",0,8.19543024086593,5,"Medium",10.4784406463748,"silver",9.8139881440524,0
"357",26340,54,"M",1,67,11.735428811397,0,1,"Rent",50013,"4/14/2016","Thursday","Parking Lot",3,0,100,"Broker",0,0,4,"Large",10.4440607024612,"gray",10.1360033876665,0
"125",14659,46,"M",1,96,10.6698851948357,1,1,"Own",85038,"9/7/2015","Monday","Local",3,0,99,"Phone",0,0,3,"Medium",9.61587214452889,"blue",8.86039674083255,0
"2074",18683,36,"F",0,62,11.6011560983646,1,1,"Own",15054,"2/11/2015","Wednesday","Parking Lot",0,0,50,"Broker",0,6.63412074292285,1,"Large",9.61587214452889,"blue",10.3432540234182,0
"3967",11554,36,"F",0,71,11.14468388466,1,0,"Own",80104,"7/2/2016","Saturday","Local",6,0,76,"Phone",1,8.21004283576906,1,"Compact",9.61587214452889,"other",9.53888734146789,0
"2084",23986,44,"M",0,54,11.3792226290787,1,0,"Rent",20106,"3/18/2015","Wednesday","Parking Lot",0,0,92,"Broker",0,0,7,"Medium",10.6679774019136,"gray",10.8235277772682,0
"12203",14027,52,"F",1,75,11.2358931486837,0,0,"Own",20139,"9/15/2016","Thursday","Parking Lot",19,0,49,"Phone",1,0,1,"Medium",10.7131489358696,"blue",9.92835921933924,0
"5396",15532,58,"M",1,73,11.2693240717536,1,1,"Own",50013,"9/9/2015","Wednesday","Highway",0,0,1,"Phone",1,8.73569719666197,8,"Medium",9.61587214452889,"silver",9.91560324423313,0
"9655",15340,40,"F",1,54,11.5997451569228,1,1,"Own",85030,"9/18/2015","Friday","Parking Lot",0,1,98,"Broker",1,6.54271688728213,5,"Large",10.7725333641846,"black",9.5965928396317,0
"5978",29177,43,"M",0,57,11.4443575031964,0,1,"Own",20149,"11/16/2016","Wednesday","Local",10,1,94,"Broker",0,0,1,"Compact",9.61587214452889,"blue",9.11822195411611,0
"63",12620,63,"M",0,84,10.5548487324045,1,0,"Own",50001,"2/4/2015","Wednesday","Local",0,1,50,"Phone",0,0,1,"Compact",10.5792265878429,"red",10.1336663392453,0
"9203",19951,52,"F",1,83,11.3217770659733,1,1,"Rent",85005,"8/20/2016","Saturday","Local",0,0,87,"Phone",0,0,2,"Compact",10.1293920275289,"red",10.740080162227,0
"13470",13387,38,"F",1,86,10.5311624427984,1,1,"Own",15001,"3/16/2016","Wednesday","Local",0,0,0,"Broker",1,8.81136615239838,1,"Large",9.88518684246141,"black",9.55337870807864,0
"9705",25074,26,"F",0,51,11.157064475395,1,1,"Rent",50047,"7/6/2015","Monday","Highway",0,0,49,"Online",1,0,5,"Medium",9.61587214452889,"silver",10.1596582579919,0
"2913",8284,66,"F",1,84,11.3872034992372,1,0,"Rent",80020,"2/8/2015","Sunday","Parking Lot",12,0,53,"Phone",0,0,1,"Compact",10.1097522726778,"black",10.4384810774994,0
"3783",16642,48,"M",1,47,11.540521176561,1,0,"Rent",85082,"3/24/2016","Thursday","Parking Lot",0,0,32,"Broker",1,6.54136183445838,1,"Large",10.7083384839068,"blue",9.82281226299153,0
"8966",11726,40,"M",0,95,10.7638215012641,1,1,"Rent",15053,"1/29/2015","Thursday","Local",0,1,1,"Phone",1,6.39534506708591,1,"Medium",9.61587214452889,"silver",10.2721434655227,0
"9198",14554,56,"F",0,76,11.3936688441203,1,0,"Own",80038,"8/31/2015","Monday","Local",0,1,99,"Phone",1,0,1,"Large",10.0857614620526,"black",10.2191173017869,0
"7581",19382,28,"M",1,64,11.4365302637165,1,0,"Rent",15035,"11/28/2015","Saturday","Local",0,0,76,"Phone",1,0,14,"Large",10.8086929986452,"white",8.98401794877335,0
"220",14066,29,"F",0,75,11.5663619610594,1,0,"Own",50035,"6/20/2016","Monday","Highway",9,0,95,"Online",1,0,1,"Medium",11.1779513097947,"red",10.1484962732317,0
"4020",20404,29,"M",0,85,11.1272482781678,0,0,"Rent",15052,"5/14/2015","Thursday","Local",0,1,98,"Phone",0,0,1,"Compact",10.7892315752277,"black",9.39863817786612,0
"9391",27258,60,"M",0,82,11.2111309453971,0,0,"Own",50027,"11/2/2016","Wednesday","Local",0,1,100,"Broker",0,0,1,"Compact",10.2005631034208,"white",9.98722721496638,0
"12481",12817,30,"F",1,80,10.3485899536828,1,0,"Rent",20148,"10/20/2015","Tuesday","Parking Lot",0,0,98,"Phone",1,7.88137107747556,1,"Large",9.61587214452889,"white",10.5779566053632,0
"15002",7447,62,"M",1,71,11.2729536086745,0,0,"Own",80019,"5/7/2016","Saturday","Parking Lot",0,0,88,"Online",1,0,4,"Medium",10.73802508871,"silver",10.053734981725,0
"17688",23420,53,"F",0,92,10.7725818495793,0,0,"Own",85038,"12/21/2016","Wednesday","Local",5,0,1,"Online",1,8.052544797268,5,"Large",11.0390627452133,"red",9.05065861730065,0
"8630",12502,61,"M",1,88,11.6680128488104,1,1,"Rent",20115,"1/10/2016","Sunday","Parking Lot",17,0,54,"Broker",0,0,1,"Large",10.8038529484137,"other",10.2427949484352,0
"14826",5543,62,"F",1,71,10.967059710559,0,1,"Rent",15022,"4/9/2015","Thursday","Highway",16,0,43,"Broker",1,0,2,"Medium",9.61587214452889,"gray",10.5031711307427,0
"206",15804,63,"F",1,77,11.5958961895078,0,1,"Own",85024,"2/16/2015","Monday","Parking Lot",1,0,90,"Phone",1,0,1,"Medium",9.61587214452889,"black",9.97133375818635,0
"16707",22891,45,"M",1,80,11.6812917652249,0,0,"Own",85027,"3/10/2015","Tuesday","Local",0,1,100,"Phone",1,8.32539567923528,2,"Medium",10.1628224097332,"white",9.85903578721529,0
"1303",27649,54,"M",1,59,11.4797305601126,1,0,"Rent",20151,"7/9/2016","Saturday","Local",4,0,98,"Broker",1,6.8709668055343,1,"Medium",11.6251648883769,"gray",8.58416978379126,0
"1530",14928,46,"F",0,94,10.375021260614,1,1,"Own",15059,"8/11/2016","Thursday","Parking Lot",0,0,93,"Phone",0,7.76136602823224,9,"Large",11.4899478483496,"silver",10.4735260299014,0
"3668",16249,52,"M",0,83,10.9068913228989,1,1,"Rent",85069,"1/3/2015","Saturday","Local",9,0,93,"Phone",1,0,7,"Compact",10.424473566724,"gray",9.74780698627919,0
"7292",3535,44,"F",0,79,10.6659508856554,1,1,"Rent",15009,"10/7/2015","Wednesday","Highway",0,0,78,"Phone",0,7.32286043878877,1,"Large",10.7615422391232,"white",9.4738069417588,0
"8059",9844,83,"M",1,63,11.0896374685887,1,0,"Own",20152,"11/18/2016","Friday","Parking Lot",0,0,0,"Broker",1,5.16872107837696,1,"Medium",9.61587214452889,"gray",10.6138326689208,0
"9393",13831,44,"F",1,49,10.7530613923447,1,1,"Rent",15035,"10/30/2015","Friday","Local",7,1,13,"Broker",0,8.60673586197739,15,"Compact",9.7187940513831,"silver",9.54437399616907,0
"6557",22897,58,"F",1,61,10.739652239931,1,0,"Own",20129,"3/13/2015","Friday","Local",0,0,41,"Phone",0,0,1,"Compact",10.4728455019533,"red",9.38386594982137,0
"12053",10693,24,"F",1,82,11.0811882475232,1,0,"Rent",50047,"12/23/2015","Wednesday","Local",0,0,86,"Online",1,0,10,"Compact",9.73994257745988,"red",10.7765647639285,0
"16892",5990,41,"F",0,87,11.329399182786,1,1,"Own",20130,"11/4/2015","Wednesday","Local",0,0,77,"Broker",0,0,1,"Large",10.7958810905674,"black",10.1420147894402,0
"9480",1071,42,"M",1,57,10.8953123820206,0,1,"Own",80014,"3/29/2015","Sunday","Local",0,0,0,"Broker",0,0,1,"Medium",9.61587214452889,"red",9.94342097559366,0
"7773",14501,45,"M",0,79,11.3033642546293,1,1,"Rent",15007,"12/14/2016","Wednesday","Highway",10,1,19,"Broker",0,0,8,"Medium",10.6304800526725,"other",9.97161612328945,0
"9044",7966,45,"F",0,89,10.7484970824053,1,1,"Own",85016,"7/1/2015","Wednesday","Parking Lot",4,0,28,"Broker",1,8.48645353223749,2,"Large",9.61587214452889,"black",10.4064554470502,0
"17552",25946,58,"M",1,79,10.4182852770545,1,1,"Own",50050,"5/13/2016","Friday","Local",0,0,25,"Phone",0,0,1,"Large",10.716173112743,"white",9.8903147529232,0
"14326",5775,67,"M",1,74,11.1367035753317,1,1,"Own",50039,"11/16/2015","Monday","Local",1,0,50,"Phone",1,9.33010278071386,1,"Medium",10.6452524448251,"red",10.1966427817777,0
"13730",21301,31,"M",1,88,11.3155349394193,1,0,"Own",85036,"2/3/2016","Wednesday","Local",15,1,23,"Broker",0,0,1,"Medium",9.61587214452889,"other",8.18737849983976,0
"10520",22838,48,"F",1,86,11.6253072735595,1,0,"Own",50046,"6/18/2016","Saturday","Local",4,0,46,"Broker",0,0,1,"Medium",11.1491719500356,"black",9.02414841527827,0
"17286",1082,26,"M",1,44,11.3788110452756,0,0,"Rent",80010,"7/10/2015","Friday","Local",0,1,4,"Phone",1,8.40212795918403,1,"Compact",10.7882696352058,"silver",10.271331227747,0
"14269",29144,35,"F",0,74,11.6197688805882,0,0,"Rent",20147,"12/4/2016","Sunday","Parking Lot",6,0,36,"Broker",1,7.62274711811954,1,"Large",9.99196424961292,"red",10.0102996558806,0
"4863",4314,42,"M",1,71,10.6646204308872,1,1,"Own",20111,"9/21/2016","Wednesday","Local",6,1,56,"Broker",0,0,1,"Large",11.2825370051384,"blue",9.80330959032961,0
"6432",11499,36,"F",0,76,11.4784478853533,1,1,"Own",20124,"10/20/2015","Tuesday","Local",0,1,94,"Phone",0,8.59229880861375,2,"Compact",11.4092387750454,"silver",10.7442486588938,0
"4080",24662,53,"M",1,76,11.2885561627302,1,0,"Own",85031,"2/11/2015","Wednesday","Local",0,1,93,"Phone",1,0,3,"Large",10.791125211996,"gray",9.29415356764828,0
"7194",15699,39,"M",1,78,11.4399891138927,1,0,"Own",20111,"3/31/2016","Thursday","Parking Lot",9,0,47,"Online",0,0,1,"Compact",10.8914161684223,"black",9.03730194988577,0
"5925",13564,27,"M",0,64,11.236684360994,0,0,"Rent",15017,"9/27/2016","Tuesday","Parking Lot",0,1,88,"Online",1,8.78702183564843,1,"Large",10.565784850931,"red",9.53007647613918,0
"9691",16635,38,"M",1,75,10.777225626489,0,1,"Own",85050,"10/20/2016","Thursday","Highway",11,0,62,"Phone",1,8.24438396778716,1,"Medium",9.71101261858649,"blue",9.56921290524567,0
"16371",4213,47,"F",0,81,11.0052781184593,1,0,"Own",50054,"8/5/2015","Wednesday","Local",14,0,93,"Broker",0,0,14,"Medium",11.1641906987691,"gray",9.71953558955204,0
"17519",5424,50,"F",1,74,11.2180442071251,1,1,"Own",50054,"9/19/2016","Monday","Parking Lot",0,0,79,"Broker",0,0,4,"Medium",9.61587214452889,"gray",10.0040888885429,0
"14884",6489,57,"F",1,98,11.2125498357928,0,1,"Rent",50034,"2/8/2015","Sunday","Highway",0,0,80,"Broker",1,0,1,"Large",10.9827264704664,"red",10.8163707961105,0
"4447",18993,39,"F",1,69,11.3274990932228,1,0,"Rent",50051,"1/26/2016","Tuesday","Parking Lot",0,0,45,"Phone",1,0,5,"Compact",9.61587214452889,"gray",9.74420374028124,0
"3881",2897,52,"F",1,84,11.0712371467045,1,1,"Rent",50021,"3/24/2015","Tuesday","Local",0,0,100,"Broker",1,8.9227289636943,1,"Medium",9.61587214452889,"red",10.4904601142017,0
"13836",3260,35,"M",1,71,11.6960300484521,1,1,"Own",85011,"8/12/2016","Friday","Highway",13,0,37,"Broker",1,6.07500114403577,10,"Compact",9.61587214452889,"other",10.3341722758078,0
"12055",10336,41,"F",0,86,10.8345683698829,0,1,"Own",15012,"10/6/2015","Tuesday","Local",0,1,94,"Broker",0,8.32161373579197,1,"Compact",10.0681213556118,"white",9.55584159010322,0
"15568",3042,22,"M",1,77,11.1343408182673,1,0,"Rent",20135,"10/6/2016","Thursday","Local",0,1,50,"Online",1,7.92399631769183,6,"Compact",9.61587214452889,"gray",10.1268302576179,0
"4757",25888,44,"M",0,85,11.0423936962834,0,1,"Rent",80025,"10/15/2015","Thursday","Parking Lot",0,0,55,"Broker",0,0,1,"Compact",9.61587214452889,"white",9.21312020465864,0
"7752",3248,35,"M",0,61,10.9976733922513,0,1,"Own",85067,"9/4/2015","Friday","Local",19,0,56,"Broker",1,8.91189120854681,1,"Large",9.61587214452889,"red",9.39502520403401,0
"2323",17127,44,"M",1,56,11.7183855819119,1,1,"Rent",85015,"8/6/2015","Thursday","Parking Lot",2,0,97,"Phone",1,8.45774250526761,1,"Large",9.61587214452889,"black",8.60809868043358,0
"3985",21228,37,"M",0,87,11.1282331016773,0,1,"Rent",20148,"12/24/2016","Saturday","Parking Lot",0,0,62,"Broker",1,8.72952005269652,1,"Medium",9.61587214452889,"black",10.2755480951057,0
"17538",4737,38,"M",1,82,11.0475988812755,1,0,"Rent",50056,"5/21/2016","Saturday","Parking Lot",18,0,72,"Phone",1,0,9,"Compact",9.61587214452889,"gray",9.45784619996001,0
"9826",9495,83,"F",1,69,10.5836001508256,1,0,"Rent",80016,"8/10/2015","Monday","Local",3,1,72,"Broker",0,0,1,"Medium",10.3945846033115,"silver",9.85233961284723,0
"5393",3061,58,"F",1,75,11.6209633931581,0,0,"Own",50054,"9/11/2016","Sunday","Highway",3,0,80,"Broker",0,0,1,"Compact",9.61587214452889,"white",10.5931630517782,0
"14631",18038,54,"F",1,76,11.6958385134651,1,0,"Own",85054,"6/23/2016","Thursday","Local",1,0,8,"Phone",1,0,2,"Compact",9.61587214452889,"gray",10.2688067149821,0
"1857",22708,56,"M",1,57,11.2878926300832,1,1,"Own",20142,"3/6/2016","Sunday","Local",4,0,0,"Broker",1,9.04818960999055,6,"Medium",9.61587214452889,"red",9.32298491706262,0
"9689",4952,43,"M",0,70,11.0176942800776,0,1,"Rent",20106,"3/20/2016","Sunday","Local",6,0,84,"Phone",1,0,7,"Medium",10.6970243761795,"blue",9.55382400549272,0
"719",18251,44,"F",1,33,11.6658611212409,1,0,"Own",15001,"1/18/2015","Sunday","Parking Lot",0,0,15,"Broker",1,0,8,"Compact",9.61587214452889,"white",9.55287260680406,0
"16472",5374,45,"F",1,94,11.5133053927885,0,0,"Own",85060,"8/27/2016","Saturday","Local",0,1,89,"Phone",1,7.40117631784853,1,"Compact",9.61587214452889,"white",9.3741732465699,0
"15891",18181,57,"M",1,66,10.7866557395748,1,1,"Own",50049,"4/5/2016","Tuesday","Highway",7,1,33,"Broker",1,7.40823961548146,3,"Compact",9.61587214452889,"other",10.0824189287398,0
"12185",25665,41,"M",1,90,11.3160586367342,1,0,"Own",85011,"6/17/2016","Friday","Local",0,0,39,"Phone",1,7.27393887208863,8,"Compact",10.1503553885492,"white",9.93711582199029,0
"14681",14292,34,"F",0,93,10.9249847882089,1,0,"Own",20120,"3/26/2016","Saturday","Parking Lot",0,0,78,"Broker",1,8.24636036972659,5,"Large",10.8965449169517,"blue",9.86785518731475,0
"769",27300,50,"F",1,77,10.5013620525886,1,0,"Own",20102,"1/26/2015","Monday","Local",0,0,99,"Broker",1,0,4,"Medium",9.61587214452889,"other",9.15685362457057,0
"13818",29034,44,"M",1,52,11.2827069449841,1,0,"Own",20152,"1/20/2015","Tuesday","Local",0,0,79,"Phone",0,0,1,"Large",10.120324294967,"gray",10.7949575091924,0
"9328",2165,36,"F",1,68,10.3860680108618,1,1,"Own",50022,"10/6/2015","Tuesday","Local",0,0,85,"Broker",1,8.13982270736759,2,"Medium",9.61587214452889,"gray",9.40993481566893,0
"13026",7416,27,"M",1,87,10.3947327243232,1,1,"Rent",85033,"11/30/2015","Monday","Highway",0,0,92,"Phone",0,0,1,"Compact",11.1125748860628,"silver",9.98475508657274,0
"15759",1436,24,"M",1,94,11.6086991736921,1,0,"Rent",50058,"7/28/2015","Tuesday","Local",3,1,100,"Phone",1,7.98960451615952,1,"Large",10.2297545991698,"other",10.7778662900143,0
"8881",27543,51,"M",1,58,10.3758945413981,1,1,"Own",85028,"11/10/2016","Thursday","Parking Lot",0,0,2,"Broker",1,7.94075469182252,7,"Large",9.61587214452889,"black",9.87649393963636,0
"3143",12788,35,"F",1,87,11.3203232427687,0,1,"Own",85078,"2/16/2016","Tuesday","Local",0,0,82,"Broker",0,0,5,"Medium",10.7386610029416,"silver",10.6776351590879,0
"76",10873,33,"F",0,78,10.556229318461,1,0,"Rent",80010,"3/7/2015","Saturday","Parking Lot",0,0,20,"Broker",1,0,5,"Medium",9.61587214452889,"silver",9.51676591321963,0
"10652",15208,20,"F",0,47,11.3396429328269,1,1,"Rent",15022,"3/7/2015","Saturday","Highway",0,0,21,"Online",1,0,1,"Medium",10.8178187886064,"gray",10.4597927935102,0
